anime_id,name,genre,type,episodes,rating,members
22265,Free!: Eternal Summer,"Comedy, School, Slice of Life, Sports",TV,13.0,7.94,150596
68,Black Cat,"Adventure, Comedy, Sci-Fi, Shounen, Super Power",TV,23.0,7.52,150512
9289,Hanasaku Iroha,"Comedy, Drama, Seinen, Slice of Life",TV,26.0,8.03,150393
9379,Denpa Onna to Seishun Otoko,"Comedy, Sci-Fi, Seinen, Slice of Life",TV,12.0,7.33,149497
27655,Aldnoah.Zero 2nd Season,"Action, Mecha, Sci-Fi, Space",TV,12.0,7.15,149364
10495,Yuru Yuri,"Comedy, School, Shoujo Ai, Slice of Life",TV,12.0,7.7,148140
18247,IS: Infinite Stratos 2,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,12.0,6.82,146979
8407,Sora no Otoshimono: Forte,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,12.0,7.86,146697
6205,Kämpfer,"Action, Comedy, Ecchi, Romance, School, Shoujo Ai, Super Power",TV,12.0,6.73,146631
10396,Ben-To,"Action, Comedy, Martial Arts",TV,12.0,7.49,146570
530,Bishoujo Senshi Sailor Moon,"Demons, Magic, Romance, Shoujo",TV,46.0,7.71,146521
7769,Ookami-san to Shichinin no Nakama-tachi,"Comedy, Parody, Romance",TV,12.0,7.38,145982
6500,Seikon no Qwaser,"Action, Ecchi, Seinen, Super Power, Supernatural",TV,24.0,6.82,145592
31636,Dagashi Kashi,"Comedy, Shounen, Slice of Life",TV,12.0,6.73,145468
23673,Ookami Shoujo to Kuro Ouji,"Comedy, Romance, School, Shoujo",TV,12.0,7.47,145439
4725,Ga-Rei: Zero,"Action, Super Power, Supernatural, Thriller",TV,12.0,7.78,145102
5060,Hetalia Axis Powers,"Comedy, Historical, Parody",ONA,52.0,7.76,144898
25159,Inou-Battle wa Nichijou-kei no Naka de,"Comedy, Romance, School, Slice of Life, Supernatural",TV,12.0,7.34,144370
21843,Shingeki no Bahamut: Genesis,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",TV,12.0,7.77,143701
6512,Nyan Koi!,"Comedy, Harem, Romance",TV,12.0,7.39,142264
60,Chrno Crusade,"Action, Demons, Historical, Romance, Supernatural",TV,24.0,7.8,140865
32998,91 Days,"Action, Drama, Historical",TV,12.0,7.93,140604
9515,Highschool of the Dead: Drifters of the Dead,"Comedy, Ecchi, Supernatural",OVA,1.0,6.77,140501
2890,Gake no Ue no Ponyo,"Adventure, Fantasy",Movie,1.0,7.93,140277
24765,Gakkougurashi!,"Horror, Mystery, Psychological, School, Slice of Life",TV,12.0,7.71,140094
21327,Isshuukan Friends.,"Comedy, School, Shounen, Slice of Life",TV,12.0,7.7,139601
9062,Angel Beats! Specials,"Action, Comedy, School, Supernatural",Special,2.0,7.79,139013
317,Final Fantasy VII: Advent Children,"Action, Fantasy, Super Power",Movie,1.0,7.94,138659
13655,Little Busters!,"Comedy, Drama, School, Slice of Life, Supernatural",TV,26.0,7.64,138655
6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen","Drama, Romance, School",Special,1.0,8.02,138364
323,Mousou Dairinin,"Drama, Mystery, Police, Psychological, Supernatural, Thriller",TV,13.0,7.74,137687
12413,Jormungand,"Action, Adventure, Seinen",TV,12.0,7.96,137610
16049,Toaru Kagaku no Railgun S,"Action, Sci-Fi, Super Power",TV,24.0,8.16,137105
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,"Comedy, Ecchi, Game, Romance, School",TV,12.0,7.17,137102
17247,Machine-Doll wa Kizutsukanai,"Action, Ecchi, Fantasy, School, Seinen",TV,12.0,7.39,136751
3731,Itazura na Kiss,"Comedy, Romance, Shoujo",TV,25.0,7.76,136279
7338,Darker than Black: Kuro no Keiyakusha Gaiden,"Action, Mystery, Sci-Fi, Super Power",Special,4.0,8.09,136135
13663,To LOVE-Ru Darkness,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12.0,7.82,135929
1292,Afro Samurai,"Action, Adventure, Samurai",TV,5.0,7.41,135708
16762,Mirai Nikki Redial,"Action, Psychological, Shounen, Supernatural",OVA,1.0,7.71,135604
3785,Evangelion: 3.0 You Can (Not) Redo,"Action, Mecha, Sci-Fi",Movie,1.0,7.71,135318
11703,Code:Breaker,"Action, Comedy, School, Shounen, Super Power, Supernatural",TV,13.0,7.03,135255
9181,Motto To LOVE-Ru,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",TV,12.0,7.61,134988
10588,Persona 4 the Animation,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",TV,25.0,7.68,134942
2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,"Action, Adventure, Shounen, Supernatural",Movie,1.0,7.6,134739
177,Tsubasa Chronicle,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",TV,26.0,7.67,134705
27989,Hibike! Euphonium,"Drama, Music, School",TV,13.0,8.03,134694
15085,Amnesia,"Fantasy, Josei, Mystery, Romance",TV,12.0,6.39,134349
10067,Angel Beats!: Another Epilogue,"Drama, School, Supernatural",Special,1.0,7.63,134180
6682,11eyes,"Action, Ecchi, Super Power, Supernatural",TV,12.0,6.49,133971
20689,Hamatora The Animation,"Comedy, Mystery, Super Power",TV,12.0,7.41,133571
17549,Non Non Biyori,"Comedy, School, Seinen, Slice of Life",TV,12.0,8.05,133475
20541,Mikakunin de Shinkoukei,"Comedy, Romance, School, Slice of Life",TV,12.0,7.59,133385
11933,Oda Nobuna no Yabou,"Comedy, Historical, Romance",TV,12.0,7.7,133216
6773,Shakugan no Shana III (Final),"Action, Drama, Fantasy, Romance, Supernatural",TV,24.0,7.73,133010
27831,Durarara!!x2 Ten,"Action, Mystery, Supernatural",TV,12.0,8.12,132506
481,Yu☆Gi☆Oh! Duel Monsters,"Adventure, Game, Shounen",TV,224.0,7.57,132099
19369,Outbreak Company,"Comedy, Fantasy, Harem, Parody",TV,12.0,7.52,131520
8086,Densetsu no Yuusha no Densetsu,"Action, Adventure, Fantasy, Magic, Shounen",TV,24.0,7.83,130689
7059,Black★Rock Shooter (OVA),"Action, Drama, School, Slice of Life",OVA,1.0,7.24,130665
16,Hachimitsu to Clover,"Comedy, Drama, Josei, Romance",TV,24.0,8.18,130646
10568,Kamisama no Memochou,Mystery,TV,12.0,7.7,130502
2026,Hayate no Gotoku!,"Action, Comedy, Harem, Parody, Romance",TV,52.0,7.75,130085
31163,Dimension W,"Action, Sci-Fi, Seinen",TV,12.0,7.36,130028
8424,MM!,"Comedy, Ecchi, Harem, School",TV,12.0,7.36,129672
1559,Shijou Saikyou no Deshi Kenichi,"Action, Comedy, Martial Arts, School, Shounen",TV,50.0,8.25,129112
32105,Sousei no Onmyouji,"Action, Fantasy, Shounen, Supernatural",TV,50.0,7.11,128869
64,Rozen Maiden,"Action, Comedy, Drama, Magic, Seinen",TV,12.0,7.57,128688
16417,Tamako Market,"Comedy, Slice of Life",TV,12.0,7.35,128529
12291,Acchi Kocchi (TV),"Comedy, Romance, School, Seinen, Slice of Life",TV,12.0,7.65,127973
19429,Akuma no Riddle,"Action, School, Shoujo Ai",TV,12.0,6.82,127641
61,D.N.Angel,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,26.0,7.35,126914
4896,Umineko no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural",TV,26.0,7.34,126865
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,"Horror, Mystery",OVA,4.0,7.12,126699
1571,Ghost Hunt,"Comedy, Horror, Mystery, Shoujo, Supernatural",TV,25.0,7.97,126426
5525,07-Ghost,"Action, Demons, Fantasy, Magic, Military, Shoujo",TV,25.0,7.41,126083
5042,Kiss x Sis,"Comedy, Ecchi, Harem, Romance, School, Seinen",OVA,12.0,7.33,125614
1222,Bokura ga Ita,"Drama, Romance, Shoujo, Slice of Life",TV,26.0,7.54,125051
21855,Hanamonogatari,"Comedy, Mystery, Supernatural",TV,5.0,8.11,124886
22877,Seirei Tsukai no Blade Dance,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Supernatural",TV,12.0,7.15,124448
15379,Kotoura-san,"Comedy, Drama, Romance, School",TV,12.0,7.36,123691
20057,Space☆Dandy,"Comedy, Sci-Fi, Space",TV,13.0,7.86,123529
5356,Canaan,"Action, Seinen",TV,13.0,7.4,123217
7592,Nurarihyon no Mago,"Action, Demons, Shounen, Supernatural",TV,24.0,7.78,122976
4835,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,"Action, Comedy, Shounen, Super Power, Supernatural",Movie,1.0,7.66,122373
3503,Kanokon,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",TV,12.0,6.74,122288
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,"Comedy, Seinen, Slice of Life",TV,13.0,7.55,122271
16009,Kamisama no Inai Nichiyoubi,"Fantasy, Mystery",TV,12.0,7.53,122031
20021,Sword Art Online: Extra Edition,"Action, Adventure, Fantasy, Game, Romance",Special,1.0,7.0,121722
6211,Tokyo Magnitude 8.0,Drama,TV,11.0,8.19,121349
2923,Shugo Chara!,"Comedy, Magic, School, Shoujo",TV,51.0,7.61,121108
18397,Shingeki no Kyojin OVA,"Action, Drama, Fantasy, Shounen, Super Power",OVA,3.0,7.88,121063
6747,Dance in the Vampire Bund,"Action, Supernatural, Vampire",TV,12.0,7.2,121005
387,Haibane Renmei,"Drama, Fantasy, Mystery, Psychological, Slice of Life",TV,13.0,8.07,120731
442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural",Movie,1.0,7.17,120571
2581,Mobile Suit Gundam 00,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25.0,8.24,120351
1313,Digimon Adventure 02,"Action, Adventure, Comedy, Drama, Fantasy, Kids",TV,50.0,7.37,120268
20899,JoJo no Kimyou na Bouken: Stardust Crusaders,"Action, Adventure, Drama, Shounen, Supernatural",TV,24.0,8.25,120089
6324,Omamori Himari,"Action, Comedy, Demons, Ecchi, Harem, Romance, Supernatural",TV,12.0,7.19,119572
2129,True Tears,"Drama, Romance, School",TV,13.0,7.55,118644
10490,Blood-C,"Action, Horror, School, Supernatural, Vampire",TV,12.0,6.73,118553
19775,Sidonia no Kishi,"Action, Mecha, Sci-Fi, Seinen, Space",TV,12.0,7.87,118341
3092,Junjou Romantica,"Comedy, Drama, Romance, Shounen Ai",TV,12.0,8.08,117910
437,Perfect Blue,"Dementia, Drama, Horror, Psychological",Movie,1.0,8.23,117565
10521,Working'!!,"Comedy, Slice of Life",TV,13.0,7.98,117328
13535,Binbougami ga!,"Comedy, Parody, Shounen, Supernatural",TV,13.0,7.88,117091
32438,Mayoiga,"Drama, Horror, Mystery, Psychological",TV,12.0,5.8,117090
357,Bokusatsu Tenshi Dokuro-chan,"Comedy, Ecchi, Magic",OVA,4.0,6.85,117080
6033,Dragon Ball Kai,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,97.0,7.95,116832
10213,Maji de Watashi ni Koi Shinasai!,"Comedy, Ecchi, Harem, Martial Arts, Romance, School, Super Power",TV,12.0,7.02,116683
16918,Gin no Saji,"Comedy, School, Shounen, Slice of Life",TV,11.0,8.18,116261
376,Elfen Lied Special,"Drama, Ecchi, Horror, Psychological, Supernatural",Special,1.0,7.34,116129
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,"Comedy, Ecchi, Fantasy, Romance",TV,12.0,7.07,115338
27833,Durarara!!x2 Ketsu,"Action, Mystery, Supernatural",TV,12.0,8.23,115295
2926,Myself; Yourself,"Drama, Romance, School",TV,13.0,7.41,115075
27991,K: Return of Kings,"Action, Super Power, Supernatural",TV,13.0,7.82,114904
24455,Madan no Ou to Vanadis,"Adventure, Ecchi, Fantasy, Harem, Romance",TV,13.0,7.28,114612
3782,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),"Action, Mystery, Romance, Supernatural, Thriller",Movie,1.0,8.02,114415
8460,Mirai Nikki,"Action, Shounen, Supernatural",OVA,1.0,7.51,114217
5277,Sekirei: Pure Engagement,"Action, Comedy, Ecchi, Harem, Super Power",TV,13.0,7.61,113911
27,Trinity Blood,"Action, Supernatural, Vampire",TV,24.0,7.44,113791
14199,Oniichan dakedo Ai Sae Areba Kankeinai yo ne!,"Comedy, Ecchi, Harem, Romance, School",TV,12.0,6.78,113166
268,Golden Boy,"Adventure, Comedy, Ecchi",OVA,6.0,8.05,113040
29095,Grisaia no Rakuen,"Drama, Harem, Psychological, Romance",TV,10.0,8.08,111962
14349,Little Witch Academia,"Adventure, Comedy, Fantasy, Magic, School",Movie,1.0,8.0,111703
28025,Tsukimonogatari,"Comedy, Mystery, Supernatural",TV,4.0,8.21,111009
6922,Fate/stay night Movie: Unlimited Blade Works,"Action, Fantasy, Magic, Supernatural",Movie,1.0,7.58,110983
4999,Asu no Yoichi!,"Comedy, Ecchi, Harem, Martial Arts, Romance, Shounen",TV,12.0,7.02,110748
5909,Seitokai no Ichizon,"Comedy, Harem, Parody, School",TV,12.0,7.52,110470
48,.hack//Sign,"Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",TV,26.0,7.14,110304
11761,Medaka Box,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,12.0,7.21,110042
3783,Kara no Kyoukai 3: Tsuukaku Zanryuu,"Action, Drama, Mystery, Supernatural, Thriller",Movie,1.0,8.21,108720
21863,Mangaka-san to Assistant-san to The Animation,"Comedy, Ecchi, Harem, Seinen, Slice of Life",TV,12.0,7.37,108642
16035,Karneval (TV),"Action, Fantasy, Mystery, Sci-Fi, Shoujo",TV,13.0,7.36,108174
2472,Naruto: Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1.0,7.43,108170
4901,Black Lagoon: Roberta's Blood Trail,"Action, Seinen",OVA,5.0,8.15,108099
8129,Kuragehime,"Comedy, Josei, Slice of Life",TV,11.0,8.24,108053
20047,Sakura Trick,"Comedy, Romance, School, Seinen, Shoujo Ai, Slice of Life",TV,12.0,7.2,108011
17513,Diabolik Lovers,"Harem, School, Shoujo, Vampire",TV,12.0,5.81,107960
18229,Gatchaman Crowds,"Adventure, Sci-Fi",TV,12.0,7.47,107513
3655,Nabari no Ou,"Action, Comedy, Drama, Fantasy, Shounen, Supernatural",TV,26.0,7.44,107384
30911,Tales of Zestiria the X,"Action, Adventure, Fantasy",TV,12.0,7.6,107325
13599,Robotics;Notes,"Drama, Mystery, School, Sci-Fi",TV,22.0,7.43,107304
16001,Kokoro Connect: Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,4.0,8.19,106989
1827,Seirei no Moribito,"Action, Adventure, Fantasy, Historical",TV,26.0,8.24,106888
24405,World Trigger,"Action, School, Sci-Fi, Shounen, Supernatural",TV,73.0,7.75,106872
134,Gunslinger Girl,"Action, Drama, Military, Psychological, Sci-Fi",TV,13.0,7.55,106865
12967,Arcana Famiglia,"Action, Harem, Romance, Shoujo",TV,12.0,6.43,106391
21085,Witch Craft Works,"Action, Fantasy, Magic, Seinen, Supernatural",TV,12.0,7.22,106381
469,Karin,"Comedy, Romance, School, Shounen, Vampire",TV,24.0,7.33,106142
10321,Uta no☆Prince-sama♪ Maji Love 1000%,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13.0,7.37,105723
2963,Minami-ke,"Comedy, School, Slice of Life",TV,13.0,7.81,105471
210,Ranma ½,"Comedy, Fantasy, Martial Arts, Slice of Life",TV,161.0,7.87,105212
11737,Ao no Exorcist Movie,"Action, Demons, Fantasy, Shounen, Supernatural",Movie,1.0,7.88,105183
20767,Noragami OVA,"Action, Adventure, Shounen",OVA,2.0,7.89,104775
5030,Maria†Holic,"Comedy, Parody, School, Shoujo Ai",TV,12.0,7.18,104663
1536,Busou Renkin,"Action, Comedy, Fantasy, School, Shounen, Supernatural",TV,26.0,7.51,104607
14131,Girls und Panzer,"Military, School",TV,12.0,7.66,104275
240,Genshiken,"Comedy, Parody, Slice of Life",TV,12.0,7.76,104258
97,Last Exile,"Action, Adventure, Sci-Fi",TV,26.0,7.94,104193
19769,Mahou Sensou,"Action, Fantasy, Magic",TV,12.0,6.18,104192
9936,Maken-Ki!,"Action, Ecchi, Harem, Martial Arts, School, Super Power",TV,12.0,6.69,104182
6201,Princess Lover!,"Comedy, Ecchi, Harem, School",TV,12.0,7.03,104098
9941,Tiger & Bunny,"Action, Comedy, Mystery, Super Power",TV,25.0,8.12,104075
433,"Kumo no Mukou, Yakusoku no Basho","Drama, Military, Romance, Sci-Fi",Movie,1.0,7.89,103975
4789,ef: A Tale of Melodies.,"Drama, Mystery, Romance, Supernatural",TV,12.0,8.18,103657
4186,Chrome Shelled Regios,"Action, Adventure, Fantasy, School, Sci-Fi",TV,24.0,7.57,103615
4280,Kara no Kyoukai 4: Garan no Dou,"Action, Mystery, Supernatural, Thriller",Movie,1.0,8.05,103600
174,Tenjou Tenge,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,24.0,7.1,103449
8408,Durarara!! Specials,"Action, Comedy, Supernatural",Special,2.0,8.04,103105
31339,Drifters,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",TV,12.0,7.93,102857
31405,Joker Game,"Drama, Historical, Military",TV,12.0,7.21,102560
31,Neon Genesis Evangelion: Death & Rebirth,"Drama, Mecha, Psychological, Sci-Fi",Movie,1.0,7.51,102093
6372,Higashi no Eden Movie I: The King of Eden,"Comedy, Drama, Mystery, Romance, Slice of Life, Thriller",Movie,1.0,7.74,101734
10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,"Comedy, Seinen, Slice of Life",ONA,4.0,7.66,101495
32093,Tanaka-kun wa Itsumo Kedaruge,"Comedy, School, Slice of Life",TV,12.0,8.1,101335
21561,Ryuugajou Nanana no Maizoukin (TV),"Comedy, Supernatural",TV,11.0,7.33,101326
31737,Gakusen Toshi Asterisk 2nd Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12.0,7.32,101287
16512,Devil Survivor 2 The Animation,"Action, Demons, Supernatural",TV,13.0,7.06,101266
21511,Kantai Collection: KanColle,"Action, Military, School, Sci-Fi, Slice of Life",TV,12.0,7.04,100999
10578,C³,"Action, Comedy, Ecchi, School, Supernatural",TV,12.0,6.88,100425
14829,Fate/kaleid liner Prisma☆Illya,"Action, Comedy, Fantasy, Magic",TV,10.0,7.28,100392
528,Pokemon: Mewtwo no Gyakushuu,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1.0,7.66,100089
12467,Nazo no Kanojo X,"Ecchi, Romance, School, Seinen",TV,13.0,7.4,99788
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,Mystery,TV,12.0,7.49,99665
195,Onegai☆Teacher,"Comedy, Drama, Romance, School, Sci-Fi",TV,12.0,7.35,99558
1723,Clannad Movie,"Drama, Fantasy, Romance, School",Movie,1.0,7.35,99506
3652,Higurashi no Naku Koro ni Rei,"Comedy, Mystery, Psychological, Supernatural, Thriller",OVA,5.0,7.56,99463
22101,Soredemo Sekai wa Utsukushii,"Adventure, Fantasy, Romance, Shoujo",TV,12.0,7.8,99462
29758,Taboo Tattoo,"Action, Comedy, Martial Arts, Mystery, Super Power, Supernatural",TV,12.0,6.11,99460
8277,Hyakka Ryouran: Samurai Girls,"Action, Comedy, Ecchi, Harem, Samurai, School",TV,12.0,7.01,99201
24133,Taimadou Gakuen 35 Shiken Shoutai,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural",TV,12.0,7.05,99133
16904,K: Missing Kings,"Action, Super Power, Supernatural",Movie,1.0,7.94,98549
20847,Seitokai Yakuindomo*,"Comedy, School, Shounen, Slice of Life",TV,13.0,7.84,98544
67,Basilisk: Kouga Ninpou Chou,"Action, Adventure, Fantasy, Historical, Romance, Samurai, Supernatural",TV,24.0,7.68,98144
7711,Karigurashi no Arrietty,Fantasy,Movie,1.0,8.1,97910
4437,Naruto: Shippuuden Movie 2 - Kizuna,"Action, Martial Arts, Shounen, Supernatural",Movie,1.0,7.43,97818
10155,Dog Days,"Action, Adventure, Fantasy, Magic",TV,13.0,7.21,97809
11179,Papa no Iukoto wo Kikinasai!,"Comedy, Romance, Slice of Life",TV,12.0,7.51,97674
30205,Aoharu x Kikanjuu,"Action, Comedy, Shounen, Sports",TV,12.0,7.29,97674
22663,Seiken Tsukai no World Break,"Action, Fantasy, Harem, Romance, School, Supernatural",TV,12.0,7.16,97401
936,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Movie,1.0,6.99,97308
93,Mobile Suit Gundam Seed,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50.0,7.93,96973
16668,Kakumeiki Valvrave,"Action, Mecha, Space",TV,12.0,7.31,96718
50,Aa! Megami-sama! (TV),"Comedy, Magic, Romance, Seinen, Supernatural",TV,24.0,7.45,96694
3667,Strike Witches,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12.0,7.15,96159
3342,Mnemosyne: Mnemosyne no Musume-tachi,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",TV,6.0,7.5,96092
22687,Terra Formars,"Action, Drama, Horror, Sci-Fi, Seinen, Space",TV,13.0,7.14,95964
31376,Flying Witch,"Comedy, Magic, Shounen, Slice of Life, Supernatural",TV,12.0,7.65,95933
26,Texhnolyze,"Action, Drama, Psychological, Sci-Fi",TV,22.0,7.78,95859
267,Gungrave,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,26.0,7.97,95825
14353,Death Billiards,"Drama, Game, Mystery, Psychological, Thriller",Movie,1.0,8.04,95690
3572,Macross F,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,25.0,8.02,95551
32828,Amaama to Inazuma,"Comedy, Seinen, Slice of Life",TV,12.0,7.63,95339
8557,Shinryaku! Ika Musume,"Comedy, Shounen, Slice of Life",TV,12.0,7.6,95242
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Drama, Slice of Life, Supernatural",Movie,1.0,8.19,95241
21353,Tokyo ESP,"Action, Comedy, Sci-Fi, Shounen, Super Power, Supernatural",TV,12.0,6.64,95168
6166,Asobi ni Iku yo!,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,12.0,6.87,95005
9330,Dragon Crisis!,"Action, Magic, Romance, School, Seinen, Supernatural",TV,12.0,6.93,94922
31704,One Punch Man: Road to Hero,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",OVA,1.0,7.85,94839
9926,Sekaiichi Hatsukoi,"Comedy, Drama, Romance, Shounen Ai",TV,12.0,8.15,94820
7148,Ladies versus Butlers!,"Comedy, Ecchi, Harem, Romance, School, Seinen",TV,12.0,6.87,94820
21339,Psycho-Pass Movie,"Action, Military, Police, Sci-Fi",Movie,1.0,7.95,94677
30749,Saijaku Muhai no Bahamut,"Action, Ecchi, Fantasy, Harem, Mecha, Romance, School, Supernatural",TV,12.0,6.87,94430
874,Digimon Tamers,"Adventure, Comedy, Drama, Fantasy, Shounen",TV,51.0,7.65,94391
3958,Kannagi,"Comedy, School, Shounen, Supernatural",TV,13.0,7.43,94202
145,Kareshi Kanojo no Jijou,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,26.0,7.66,94165
23079,Glasslip,"Romance, Slice of Life, Supernatural",TV,13.0,5.54,94108
8247,Bleach Movie 4: Jigoku-hen,"Action, Comedy, Shounen, Super Power, Supernatural",Movie,1.0,7.75,94074
5355,Sengoku Basara,"Action, Historical, Martial Arts, Samurai, Super Power",TV,12.0,7.57,93940
5204,Kara no Kyoukai 6: Boukyaku Rokuon,"Action, Magic, Mystery, Romance, Supernatural, Thriller",Movie,1.0,7.72,93803
2404,Zombie-Loan,"Action, Horror, Shounen, Supernatural",TV,11.0,7.06,93637
30363,Shinmai Maou no Testament Burst,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,10.0,7.13,93293
846,School Rumble Ni Gakki,"Comedy, Romance, School, Shounen",TV,26.0,8.15,93095
7193,Aoi Bungaku Series,"Drama, Historical, Psychological, Seinen, Thriller",TV,12.0,7.9,93074
28617,Punch Line,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",TV,12.0,7.16,93000
597,Neko no Ongaeshi,"Adventure, Drama, Fantasy",Movie,1.0,7.98,92499
31338,Hundred,"Action, Ecchi, Harem, Mecha, Romance, School, Sci-Fi",TV,12.0,6.53,92396
21507,Soul Eater NOT!,"Action, Comedy, Ecchi, Shounen, Supernatural",TV,12.0,6.33,92269
13367,"Kono Naka ni Hitori, Imouto ga Iru!","Comedy, Ecchi, Harem, Mystery, Romance, School, Seinen",TV,12.0,6.85,92252
1562,Yamato Nadeshiko Shichihenge♥,"Comedy, Shoujo",TV,25.0,7.89,92088
31953,New Game!,"Comedy, Slice of Life",TV,12.0,7.81,91932
19111,Love Live! School Idol Project 2nd Season,"Music, School, Slice of Life",TV,13.0,8.06,91864
12175,Koi to Senkyo to Chocolate,"Drama, Romance, School",TV,12.0,7.3,91552
1699,Romeo x Juliet,"Drama, Fantasy, Historical, Romance",TV,24.0,7.85,91530
2144,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,"Action, Adventure",Movie,1.0,6.95,91526
4744,Akaneiro ni Somaru Saka,"Comedy, Harem, Romance, School",TV,12.0,6.69,91453
28819,Okusama ga Seitokaichou!,"Comedy, Ecchi, Romance, School, Shounen",TV,12.0,6.88,91241
12729,High School DxD OVA,"Comedy, Demons, Ecchi, Romance, School",OVA,2.0,7.47,91154
18179,Yowamushi Pedal,"Comedy, Drama, Shounen, Sports",TV,38.0,8.16,91138
8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,"Action, Mecha, Military, Sci-Fi",Movie,1.0,7.66,91105
18245,White Album 2,"Drama, Music, Romance, Slice of Life",TV,13.0,7.98,91075
24231,Hitsugi no Chaika: Avenging Battle,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",TV,10.0,7.33,91049
63,DearS,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,12.0,6.8,91037
856,Utawarerumono,"Action, Drama, Fantasy, Sci-Fi",TV,26.0,7.78,91034
10456,Kyoukaisenjou no Horizon,"Action, Fantasy",TV,13.0,7.29,90977
29854,Ushio to Tora (TV),"Action, Adventure, Comedy, Demons, Shounen, Supernatural",TV,26.0,7.71,90931
32379,Berserk (2016),"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,12.0,6.81,90817
169,Shingetsutan Tsukihime,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12.0,7.1,90713
12883,Tsuritama,"Comedy, Sci-Fi, Slice of Life, Sports",TV,12.0,7.84,90625
6895,Hakuouki,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,12.0,7.57,90612
147,Kimi ga Nozomu Eien,"Drama, Romance, Slice of Life",TV,14.0,7.41,90379
12477,Sakasama no Patema,"Sci-Fi, Seinen",Movie,1.0,8.23,89749
10357,Jinrui wa Suitai Shimashita,"Comedy, Fantasy, Seinen",TV,12.0,7.92,89373
550,Yu☆Gi☆Oh!,"Action, Comedy, Fantasy, Game, Shounen",TV,27.0,7.29,89243
9331,Yumekui Merry,"Action, Shounen, Supernatural",TV,13.0,7.08,89183
5678,Kobato.,"Comedy, Drama, Fantasy",TV,24.0,8.09,88986
