anime_id,name,genre,type,episodes,rating,members
13843,Wild Adapter,"Action, Drama, Mystery, Shoujo",OVA,2.0,6.36,5196
1796,Dirty Pair: The Movie,"Adventure, Comedy, Police, Sci-Fi",Movie,1.0,7.19,3227
4494,Enyoku,Hentai,OVA,1.0,6.13,1748
16656,Zettai Junpaku♡Mahou Shoujo,"Action, Ecchi, Harem, Magic",OVA,1.0,5.46,5410
2614,Mirai Shounen Conan: Tokubetsu-hen - Kyodaiki Gigant no Fukkatsu,"Adventure, Drama, Sci-Fi",Movie,1.0,6.93,753
23731,"Boku datte, Kirei ni Shitainda",Kids,OVA,1.0,4.0,54
33572,Idol Memories,Music,TV,12.0,5.31,5027
425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,"Comedy, Shounen Ai, Sports",OVA,2.0,6.62,4085
1179,Gakuen Senki Muryou,"Adventure, Mecha, Sci-Fi, Shounen, Space, Supernatural",TV,26.0,7.24,3108
29886,Bogeul Bogeul Bomulseon,"Adventure, Fantasy",Movie,1.0,6.33,63
31072,Show By Rock!!: Legend of Shingan Crimsonz,"Comedy, Music",ONA,3.0,6.1,516
8889,Majo Demo Steady,"Comedy, Ecchi, Magic, Romance",OVA,1.0,5.45,177
8668,Seikon no Qwaser Picture Drama,Ecchi,Special,16.0,6.1,8932
6583,Super Bikkuriman,"Adventure, Comedy, Demons, Fantasy, Sci-Fi",TV,44.0,6.55,158
31143,Onsen Yousei Hakone-chan,"Comedy, Seinen, Slice of Life",TV,13.0,5.92,18498
28631,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,Action,ONA,2.0,5.86,217
30207,Watashi wa Tofu Desu,"Kids, Music",Music,1.0,4.46,55
11859,Queen's Blade: Rebellion,"Action, Adventure, Ecchi, Fantasy",TV,12.0,6.5,21706
1110,Mermaid Melody Pichi Pichi Pitch Pure,"Adventure, Comedy, Magic, Romance, Shoujo",TV,39.0,7.18,19311
2969,Appleseed Saga Ex Machina,"Action, Mecha, Military, Sci-Fi",Movie,1.0,7.47,28365
6012,Kinpatsu no Jeanie,"Drama, Historical",TV,13.0,6.53,275
30330,Utsukushii Hoshi,Dementia,Movie,1.0,5.28,114
12451,Gattai Robot Atranger,Mecha,OVA,1.0,4.77,115
89,Mobile Suit Victory Gundam,"Drama, Mecha, Military, Sci-Fi, Space",TV,51.0,6.98,12673
23237,Chuunibyou demo Koi ga Shitai! Ren Specials,Comedy,Special,7.0,7.17,20337
959,Shin Chou Kyou Ryo: Condor Hero,"Adventure, Drama, Historical, Romance",TV,26.0,7.53,4777
6885,Sora no Manimani Specials,"Comedy, School, Slice of Life",Special,3.0,6.64,4444
30394,Teddy,Slice of Life,Movie,1.0,5.63,105
33102,Nijiiro Days: Houkago Special,"Comedy, Romance, School, Shoujo, Slice of Life",Special,1.0,6.54,1985
11049,Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,"Fantasy, Slice of Life",Movie,1.0,6.4,185
17537,Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku,Hentai,OVA,2.0,6.94,2898
21373,Freezing Vibration Specials,"Action, Comedy, Ecchi",Special,6.0,6.64,12299
15505,Shining Hearts: Shiawase no Pan Specials,Fantasy,Special,6.0,6.13,1572
33225,Mobile Suit Gundam-san (ONA),"Comedy, Mecha, Parody",ONA,15.0,6.19,217
3755,Sekai Meisaku Douwa: Oyayubi Hime,"Fantasy, Kids",Movie,1.0,6.52,432
4390,Sora no Momotarou,"Adventure, Comedy, Military",Movie,1.0,5.26,525
30928,Tobidashi wa Abunaizo! Mushi Mushi Mura no Koutsuu Anzen,"Drama, Kids",OVA,1.0,4.0,38
29852,Boku no Yayoi-san,Hentai,OVA,2.0,6.2,1915
33242,IS: Infinite Stratos 2 - Infinite Wedding,Unknown,Special,1.0,7.15,6604
31401,Creamy Pie,Hentai,OVA,2.0,6.54,2481
13965,Thermae Romae x LOFT Collaboration,"Comedy, Historical, Seinen",Special,1.0,6.23,467
23115,Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru Soushuuhen Special,"Comedy, Mystery, Super Power",Special,1.0,6.85,4587
33023,Touken Ranbu: Hanamaru,"Action, Comedy, Drama, Fantasy, Historical, Slice of Life",TV,12.0,6.34,30310
10409,Kyouhaku: Owaranai Ashita - Special Stage,Hentai,Special,1.0,5.68,395
2938,Idol Densetsu Eriko,Music,TV,51.0,6.9,1776
6988,Doraemon Movie 30: Nobita no Ningyo Daikaisen,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1.0,7.34,1191
831,Chicchana Yukitsukai Sugar,"Comedy, Fantasy, Slice of Life",TV,24.0,7.19,14955
2452,Space Adventure Cobra,"Action, Adventure, Sci-Fi, Space",Movie,1.0,7.2,3586
4742,Papa to Odorou,Comedy,TV,16.0,7.14,567
1602,Soukou no Strain,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space",TV,13.0,7.17,14925
22385,a_caFe,"Fantasy, Music",Music,1.0,4.91,343
4421,Moetan Specials,"Comedy, Ecchi, Magic, School",Special,2.0,6.65,4036
6465,Kangoku Senkan,Hentai,OVA,4.0,7.12,4719
33808,Girlfriend (Note),"Music, School",ONA,3.0,6.28,1942
26013,Backkom Mission Impossible,"Comedy, Kids, Parody",ONA,2.0,6.11,97
32240,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara Picture Drama,"Comedy, Ecchi, Military",Special,1.0,7.08,2188
1762,Arslan Senki,"Action, Adventure, Drama, Fantasy, Historical",OVA,6.0,7.03,10953
1250,Erementar Gerad,"Adventure, Comedy, Fantasy, Magic, Romance, Super Power",TV,26.0,7.44,63193
3807,Honoo no Alpenrose: Judy & Randy,"Drama, Historical, Romance, Shoujo",TV,20.0,7.09,979
7330,Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,"Adventure, Comedy, Kids",Movie,1.0,6.81,1201
4205,Kimikiss Pure Rouge Special,"Romance, School",Special,1.0,7.07,9144
2818,Madou King Granzort,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",TV,41.0,7.31,835
5200,Offside (TV),"Action, Drama, Sports",TV,39.0,7.22,1232
511,Kidou Shinsengumi Moeyo Ken TV,"Adventure, Comedy, Fantasy, Historical",TV,13.0,6.33,3424
30806,Schwarzesmarken,"Action, Drama, Historical, Mecha, Military, Sci-Fi",TV,12.0,7.0,51632
17551,Shakugan no Shana: Shana & Yuuji no Naze Nani Shana! Nandemo Shitsumon-bako!,"Comedy, Fantasy, Supernatural",Special,1.0,6.6,3965
7004,Shin Calimero,Comedy,TV,52.0,6.18,1016
9499,Dokushin Apartment Dokudamisou,"Comedy, Ecchi",OVA,3.0,5.64,162
2555,Shoukoushi Cedie,"Drama, Shoujo, Slice of Life",TV,43.0,7.45,1501
7836,Notari Matsutarou,Sports,OVA,10.0,5.59,270
18841,PES: Peace Eco Smile - Drive your Heart,"Cars, Romance, Sci-Fi",ONA,1.0,5.16,449
5014,Sango Shou Densetsu: Aoi Umi no Elfie,"Adventure, Sci-Fi",Movie,1.0,7.33,524
5921,Utsunomiko,"Adventure, Demons, Fantasy",Movie,1.0,6.35,298
15539,Unsweet: Netorare Ochita Onna-tachi,"Hentai, School",OVA,1.0,6.63,2156
7861,The Rose and Women of Versailles,"Adventure, Comedy, Drama, Historical, Romance, Shoujo",Special,1.0,7.39,1628
15431,Natsu-iro Kiseki: 15-kaime no Natsuyasumi,Slice of Life,OVA,1.0,6.81,5295
9338,Ore no Sora Keiji-hen,"Action, Drama, Police",OVA,2.0,6.0,131
27723,Kasumin 2nd Season,"Fantasy, Kids",TV,26.0,6.36,104
5235,Live On Cardliver Kakeru,"Fantasy, Game",TV,51.0,7.05,528
1509,Mamotte! Lollipop,"Adventure, Comedy, Magic, Romance, Shoujo",TV,13.0,6.99,11747
8375,Chogattai Majutsu Robot Ginguiser,"Adventure, Mecha, Sci-Fi, Shounen",TV,26.0,6.58,409
4187,Megumi,Historical,ONA,1.0,6.25,1105
12929,Saint Seiya Omega,"Action, Adventure, Fantasy, Shounen",TV,97.0,6.59,22684
7334,Bakugan Battle Brawlers: Gundalian Invaders,"Action, Adventure, Fantasy, Game, Shounen",TV,39.0,6.32,11110
20127,Kariage-kun,"Comedy, Seinen, Slice of Life",TV,59.0,6.5,79
15863,Ginga Kikoutai Majestic Prince,"Action, Mecha, School, Sci-Fi, Seinen, Space",TV,24.0,7.45,35196
1218,Tonagura!,"Comedy, Drama, Ecchi, Romance, School",TV,13.0,6.87,31856
8763,Hajime Ningen Gyatoruz,"Comedy, Historical",TV,77.0,6.47,170
21521,Futabu!,"Hentai, School, Yuri",OVA,2.0,7.2,7234
18365,Mazinger ZIP!,"Comedy, Mecha",TV,237.0,6.14,273
5918,Deimos no Hanayome: Ran no Kumikyoku,"Demons, Drama, Fantasy, Horror, Magic, Mystery, Psychological, Shoujo, Supernatural",OVA,1.0,6.04,2030
31610,Kyoukai no Rinne (TV) 2nd Season,"Comedy, Romance, School, Shounen, Supernatural",TV,25.0,7.26,15519
8042,Taishou Yakyuu Musume. Specials,"School, Sports",Special,2.0,6.37,907
1908,Lesson XX,"Romance, Shounen Ai",OVA,1.0,6.04,4574
2120,Captain Tsubasa: Asu ni Mukatte Hashire!,"Action, Shounen, Sports",Movie,1.0,6.89,2411
14355,Yama no Susume,"Adventure, Comedy, Slice of Life",TV,12.0,6.83,27487
28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,"Comedy, Shounen",TV,12.0,6.57,8213
12067,Rurouni Kenshin Special,"Action, Historical, Romance, Samurai",Special,1.0,7.51,9173
7082,Shugo Chara! Party!,"Comedy, Magic, School, Shoujo",TV,25.0,6.71,41469
2090,Choujikuu Seiki Orguss 02,"Action, Adventure, Mecha, Romance, Sci-Fi, Shounen",OVA,6.0,6.98,1556
2456,Mori no Densetsu,"Adventure, Drama, Fantasy, Music",Movie,1.0,6.69,1032
8364,Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1.0,7.22,1122
7411,Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu,"Harem, Hentai",OVA,3.0,7.44,14138
2455,Prayers,Sci-Fi,OVA,2.0,5.59,952
27855,Chibi Neko Chobi/Chibi Neko Kobi to Tomodachi,Kids,OVA,1.0,5.71,57
33583,Nana Moon,"Fantasy, Kids",TV,52.0,6.0,36
3183,MAPS: Densetsu no Samayoeru Seijin-tachi,"Action, Adventure, Drama, Sci-Fi, Shounen, Space",OVA,1.0,6.2,402
14835,The iDOLM@STER Shiny Festa,"Comedy, Drama, Music",OVA,3.0,7.32,9893
3685,4-Day Weekend,Music,Music,1.0,6.01,1712
24197,E no Umakatta Tomodachi,Music,Music,1.0,5.65,360
33177,Kamotori Gonbee,Kids,Movie,1.0,3.89,49
6234,True Tears Specials,"Comedy, Parody, School",Special,7.0,6.42,7296
592,PopoloCrois,"Adventure, Fantasy",TV,26.0,7.2,1065
27939,Afro Samurai Pilot,"Action, Martial Arts, Samurai, Seinen",Special,1.0,6.79,2923
5165,Macross 25th Anniversary: All That VF Macross F Version,"Action, Mecha, Sci-Fi",ONA,1.0,6.6,2219
29952,Kairaku no Sono,"Dementia, Music",Movie,1.0,4.72,188
8628,Chains & Rings,"Fantasy, Music",Music,1.0,5.79,687
1235,I''s Pure Bonus,"Comedy, Ecchi, Romance",Special,5.0,6.62,4688
4149,Body Jack: Tanoshii Yutai Ridatsu,"Comedy, Ecchi, Yuri",OVA,1.0,5.51,1073
28717,Luigi's Toy Adventure,Adventure,ONA,1.0,5.46,455
7245,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,Fantasy,TV,26.0,6.91,227
144,Kanon,"Drama, Romance, Slice of Life, Supernatural",TV,13.0,7.27,41960
58,Blue Gender,"Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space",TV,26.0,7.13,40581
2964,Blue Drop: Tenshi-tachi no Gikyoku,"Drama, Sci-Fi, Shoujo Ai",TV,13.0,6.88,19968
18745,Chihayafuru 2: Waga Mi Yo ni Furu Nagame Seshi Ma ni,"Comedy, Josei, Slice of Life",OVA,1.0,7.11,18659
2106,Kiss Dum: Engage Planet,"Mecha, Military, Sci-Fi",TV,26.0,6.79,6658
5039,Kurozuka,"Action, Drama, Historical, Horror, Romance, Sci-Fi, Vampire",TV,12.0,7.08,52145
15785,Inazuma Eleven Go vs. Danball Senki W Movie,"Action, Kids, Mecha, Sports",Movie,1.0,7.34,3239
9239,Scoopers,"Action, Sci-Fi",OVA,1.0,6.08,195
2085,NG Knight Ramune & 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,"Adventure, Comedy, Fantasy, Mecha, Shounen",OVA,3.0,6.48,440
4848,Hinadori no Saezuri,Hentai,OVA,2.0,5.62,634
12823,Shakugan no Shana III (Final) Specials,"Comedy, Parody",Special,2.0,7.25,13494
15219,.hack//Versus: The Thanatos Report,"Action, Game, Sci-Fi",Special,1.0,6.51,4474
3583,Endless Serenade,Hentai,OVA,1.0,5.88,1034
2366,Touma Kishinden Oni,Supernatural,TV,25.0,6.4,303
27459,Porong Porong Pororo 5,"Cars, Kids",TV,26.0,5.63,66
293,Di Gi Charat,"Comedy, Fantasy, Sci-Fi",TV,16.0,6.85,12227
3847,Sekai Meisaku Douwa: Hakuchou no Ouji,Fantasy,Movie,1.0,7.09,809
18227,Bakujuu Gasshin Ziguru Hazeru,"Action, Mecha",TV,6.0,5.78,244
9638,Ore wa Kanojo wo Shinjiteru!,Hentai,OVA,1.0,6.49,5071
12399,Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,"Action, Sci-Fi",OVA,1.0,5.89,199
9741,Nana to Kaoru,"Comedy, Ecchi, Romance, Seinen",OVA,1.0,5.79,12919
18851,Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,"Comedy, Fantasy, Magic",OVA,1.0,6.8,22543
23901,Lovely Movie: Itoshi no Muco Season 2,Slice of Life,TV,22.0,5.58,293
3266,Ai Yori Aoshi: Enishi - Miyuki,"Comedy, Drama, Romance",Special,1.0,7.04,12647
2804,Hana no Mahoutsukai Mary Bell,"Adventure, Fantasy, Magic, Shoujo",TV,50.0,6.7,1033
29722,"Eikoku Ikka, Nihon wo Taberu","Comedy, Slice of Life",TV,24.0,6.43,729
2291,Tatakae!! Iczer-1,"Action, Adventure, Ecchi, Mecha, Sci-Fi",OVA,3.0,6.16,3126
886,Amaenaide yo!! Katsu!!,"Comedy, Ecchi, Harem, Romance, Supernatural",TV,12.0,6.89,33573
5343,Monkey Punch: Manga Katsudou Daishashin,"Action, Adventure, Comedy, Ecchi, Parody, Seinen",TV,12.0,7.24,746
7530,Hana to Chou,Fantasy,Movie,1.0,5.4,203
17679,Gambo,"Demons, Historical",Movie,1.0,6.78,4232
24123,Kaette Kita Top wo Nerae! Kagaku Kouza,"Comedy, Mecha, Sci-Fi",Special,2.0,5.7,864
31815,"Kono Danshi, Mahou ga Oshigoto Desu.","Fantasy, Magic, Shounen Ai",TV,4.0,7.13,9961
32927,Mobile Suit Gundam UC: A Phantom World,"Action, Mecha",Special,1.0,6.25,383
287,Grappler Baki (TV),"Shounen, Sports",TV,24.0,7.41,23220
2710,Nintama Rantarou Movie,"Comedy, Shounen",Movie,1.0,6.67,258
461,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1.0,7.18,36558
3345,Mikan Enikki,"Comedy, Romance, Shoujo, Slice of Life",TV,30.0,7.38,1096
1499,MaMa,Hentai,OVA,2.0,5.44,563
916,Tokkou,"Action, Comedy, Horror, Mystery, Police, Supernatural",TV,13.0,6.71,30836
29832,Panpaka Pants Movie: Bananan Oukoku no Hihou,"Adventure, Kids",Movie,1.0,6.17,70
757,Kaze wo Mita Shounen,"Adventure, Drama, Fantasy",Movie,1.0,6.86,3551
14623,Chikyuu SOS Sore Ike Kororin,"Action, Comedy, Kids, Sci-Fi",TV,26.0,5.78,87
26095,Kono Sora no Shita de,"Drama, Kids",OVA,1.0,6.33,54
23157,Kaze no Invitation,"Magic, Music",Music,1.0,5.57,229
8196,Kawasaki Frontale x Tentai Senshi Sunred 2nd Season,"Comedy, Parody, Seinen, Sports, Super Power",Special,1.0,6.29,321
2631,The☆Doraemons: Goal! Goal! Goal!!,"Comedy, Fantasy, Kids, Sci-Fi, Shounen, Sports",Movie,1.0,6.48,496
24695,Gokukoku no Brynhildr Special,"Comedy, Ecchi, Harem, Sci-Fi, Seinen",Special,1.0,6.64,20758
217,Shin Angel,"Comedy, Drama, Hentai, Romance",OVA,5.0,6.49,1420
2096,Sequence,"Romance, Sci-Fi, Shoujo",OVA,1.0,5.64,152
4825,Tenkousei,Hentai,OVA,4.0,5.96,291
6203,Sasameki Koto,"Comedy, Romance, School, Shoujo Ai",TV,13.0,7.21,34297
29671,Hyoutan,Psychological,Movie,1.0,4.74,88
3385,Dorei Ichiba,Hentai,OVA,3.0,6.37,2049
1152,New Dominion Tank Police,"Comedy, Mecha, Police, Sci-Fi, Shounen",OVA,6.0,7.06,5062
3485,Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,"Comedy, Mecha, Sci-Fi",Special,26.0,7.37,14240
30457,Kachikachi Yama no Shouboutai,Comedy,Movie,1.0,6.19,101
3473,Souseiki,Parody,Movie,1.0,5.77,959
28573,Somei-ka no Hi no Youjin: Bouka no Tebiki Katei-hen,"Drama, Kids",OVA,1.0,7.33,38
1051,Ao no 6-gou,"Action, Adventure, Mecha, Military, Sci-Fi",OVA,4.0,7.16,29487
9242,Nine: Original Han,"Action, School, Sports",Movie,1.0,6.47,158
31234,Himouto! Umaru-chanS,"Comedy, Seinen, Slice of Life",Special,12.0,7.01,17038
27509,Toaru Majutsu no Index 10th Anniversary PV,"Action, Comedy, Magic, Sci-Fi, Super Power",Special,1.0,7.11,5052
5342,Asura Cryin',"Action, Mecha, Supernatural",TV,13.0,7.1,68608
29397,Pinky Monkey x FaFa Collaboration Animation: At Afternoon of Sunny Day,Slice of Life,ONA,1.0,4.12,82
21763,Ari to Hato (1953),Kids,Movie,1.0,7.6,72
8181,Adachi-ga Hara,Sci-Fi,Movie,1.0,6.08,516
16347,Usavich V,Comedy,TV,13.0,6.62,985
12037,What's Michael? 2,Comedy,OVA,1.0,6.14,101
3444,The Ultraman,"Action, Sci-Fi, Shounen, Space, Super Power",TV,50.0,6.53,737
23635,Poppoya-san: Nonki Kikanshi,Kids,Movie,1.0,7.14,67
8157,Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1.0,6.39,241
163,Power Stone,"Adventure, Comedy, Fantasy, Historical, Shounen",TV,26.0,6.57,4308
6496,Cutey Honey Flash: The Movie,"Adventure, Comedy, Magic, Romance",Movie,1.0,6.32,1577
1149,Choujuushin Gravion Zwei,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,12.0,6.75,5808
29661,Karma,Dementia,Movie,1.0,4.49,106
3259,Lemon Angel (1988),Ecchi,TV,9.0,6.18,567
4936,Ninja Hattori-kun,"Comedy, Martial Arts, Slice of Life",TV,694.0,6.92,2116
13595,"Suki de Suki de, Suki de The Animation",Hentai,OVA,2.0,7.06,5108
9035,Lupin the Third,"Adventure, Music",Music,1.0,6.55,1484
8963,Stitch!: Piko Kara no Chousenjou,"Adventure, Comedy, Kids",Special,1.0,5.98,458
4399,Honoo no Haramase Tenkousei,"Harem, Hentai, School, Yuri",OVA,3.0,6.88,4965
22059,Kakumeiteki Broadway Shugisha Doumei,Music,Music,1.0,5.23,283
2674,Doraemon Movie 16: Nobita no Sousei Nikki,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1.0,7.23,864
2868,Kazama Mana,Hentai,OVA,1.0,6.36,3252
6848,Doubutsu Mura no Daisodou,Action,Movie,1.0,5.17,355
9548,Alps no Shoujo Heidi: Alm no Yama-hen,"Drama, Historical, Slice of Life",Movie,1.0,6.67,724
1922,Urusei Yatsura Movie 3: Remember My Love,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1.0,7.17,2897
22413,Nihon Mukashibanashi: Warashibe Chouja,Kids,Movie,1.0,6.44,60
3799,Speed,Comedy,Movie,1.0,5.28,525
17965,Tetsuwan Atom: Ao Kishi no Kan,"Action, Mecha, Sci-Fi",Movie,1.0,6.04,282
32667,Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite,Hentai,OVA,4.0,7.24,3965
3465,Nagasaki 1945: Angelus no Kane,"Drama, Historical, Military",Movie,1.0,6.61,346
2805,Onegai! Samia Don,"Comedy, Fantasy, Kids, Magic, Slice of Life",TV,78.0,7.14,472
32383,Osomatsu-san Short Film Series,"Comedy, Parody",Special,8.0,6.73,3051
6275,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,"Adventure, Fantasy, Kids",Special,1.0,6.88,5719
19505,Kaizoku Ouji,"Adventure, Shounen",TV,31.0,7.0,98
1288,Mobile Police Patlabor,"Comedy, Mecha, Police, Sci-Fi",OVA,7.0,7.46,8516
9561,Shokupan Mimi,Comedy,TV,12.0,5.8,803
24797,Kubire 3 Sisters,Comedy,Special,7.0,3.0,57
22279,Watashitachi no Kurashi to Doboku,"Historical, Kids, Samurai",OVA,3.0,6.0,71
18799,Take Your Way,"Action, Music, Seinen, Supernatural",Music,1.0,6.66,1387
32768,Revenge of Green Mutant,Music,Music,1.0,3.85,69
1417,Lupin III: Moeyo Zantetsuken!,"Action, Adventure, Comedy, Shounen",Special,1.0,7.25,3456
21975,Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne,"Comedy, Fantasy, Kids",OVA,2.0,5.74,76
7626,Umi no Triton (1979),"Adventure, Fantasy, Shounen",Movie,2.0,6.52,235
28547,Nobunaga-kun no Jitensha no Rule wo Mamoru no Ja,"Drama, Kids",OVA,1.0,6.25,55
2355,Devilman: Yochou Sirene-hen,"Demons, Horror, Sci-Fi, Supernatural",OVA,1.0,7.14,5858
1121,Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1.0,6.93,43444
22445,Hello Kitty no Yappari Mama ga Suki,"Fantasy, Kids",OVA,1.0,6.64,96
22479,Hello Kitty no Mahou no Ringo,"Fantasy, Kids",OVA,1.0,6.81,101
18463,Sign,"Music, Sci-Fi",Music,1.0,4.91,192
8179,Eagle Sam,"Comedy, Sports",TV,51.0,5.45,105
6625,Nono-chan,"Comedy, Slice of Life",TV,61.0,6.65,367
12223,Scryed Alteration II: Quan,"Action, Adventure, Sci-Fi, Shounen, Super Power",Movie,1.0,7.06,2438
23247,Oshaburi Announcer,Hentai,OVA,1.0,6.84,1808
3166,Ayakashi,"Action, Fantasy, Horror, Sci-Fi",TV,12.0,6.5,20882
3115,Toki no Tabibito: Time Stranger,"Action, Adventure, Romance, Sci-Fi",Movie,1.0,6.33,941
4729,Natural 2: Duo,Hentai,OVA,4.0,6.24,841
16726,gdgd Fairies 2,"Comedy, Fantasy",TV,12.0,7.13,1248
1105,Digital Juice,"Comedy, Psychological",OVA,6.0,5.66,3880
10718,Soliton no Akuma,"Drama, Military, Sci-Fi",Movie,1.0,6.17,412
2054,Carol,"Fantasy, Magic, Shoujo",OVA,1.0,5.39,537
1006,Tenchi Muyou! in Love,"Action, Comedy, Romance, School, Sci-Fi, Shounen, Space",Movie,1.0,7.52,14318
32580,Uniminipet,"Adventure, Fantasy",TV,26.0,6.75,35
2324,Angel Blade,"Action, Demons, Hentai",OVA,3.0,6.45,5863
21427,Minna Atsumare! Falcom Gakuen,"Comedy, Parody, School, Seinen",TV,13.0,5.83,3175
29961,Feng Ji Yun Nu,"Action, Martial Arts",OVA,1.0,4.76,115
13223,Bible Black: New Testament Recap,Hentai,OVA,1.0,6.6,2777
19501,Giga Tribe,"Comedy, Parody, Shounen, Super Power",TV,39.0,5.5,106
19697,Toaru Kagaku no Railgun S: Motto Marutto Railgun,Comedy,Special,2.0,7.14,14807
6684,Marie & Gali Special,Comedy,Special,1.0,5.75,407
3596,Lightning Trap: Leina & Laika,"Action, Sci-Fi",OVA,1.0,5.45,406
4578,Time Bokan Oudou Fukko,"Action, Comedy, Mecha, Parody, Sci-Fi",OVA,2.0,6.44,609
10247,Jankenman: Kaijuu Dai Kessen,"Comedy, Kids",OVA,1.0,6.31,80
8837,Taimanin Asagi Special,"Action, Demons, Hentai, Martial Arts, Supernatural",Special,1.0,6.42,2258
31518,Honoo no Haramase Motto! Hatsuiku! Karada Sokutei 2,"Harem, Hentai, School",OVA,1.0,6.55,1729
8812,Alice SOS,Adventure,TV,28.0,6.35,734
12879,Dantalian no Shoka: Ibarahime,"Action, Historical, Mystery",OVA,1.0,7.24,14079
724,Enzai,"Hentai, Horror, Yaoi",OVA,2.0,5.55,13711
13307,Shounen Ninja Kaze no Fujimaru,"Action, Adventure, Samurai, Shounen",TV,65.0,5.29,189
1539,Touch: Cross Road - Kaze no Yukue,"Romance, Shounen, Sports",Special,1.0,7.21,1513
23641,Ukare Violin,"Fantasy, Kids",Movie,1.0,6.75,61
28815,Bamboo Blade: CM Fanfu-Fufe-Fo,"Comedy, Parody, Sci-Fi",Special,24.0,6.1,455
3429,Blame! Special,"Mecha, Sci-Fi",Special,1.0,5.61,4087
5466,Mahoutsukai Tai! vs. Shamanic Princess,"Comedy, Fantasy, Magic",OVA,1.0,6.51,820
21395,Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,"Comedy, Kids, Shounen",Movie,1.0,7.4,704
31048,Burenai Ai de,Music,Music,1.0,6.67,522
30997,Ojiichan no Tomato,"Drama, Kids",OVA,1.0,6.5,37
200,Tenshi na Konamaiki,"Comedy, Magic, Romance, Shounen",TV,50.0,7.6,15077
2686,Tetsujin 28-gou,"Adventure, Mecha, Sci-Fi, Shounen",TV,96.0,6.68,1194
1333,Fushigi na Koala Blinky,"Adventure, Comedy, Fantasy, Kids",TV,26.0,6.51,480
17127,Chokkyuu Hyoudai Robot Anime: Straight Title,"Comedy, Mecha",TV,12.0,6.01,1399
8651,Newmanoid Cam: Cam Castin,Hentai,OVA,1.0,6.64,2307
17913,Redial,Music,Music,1.0,6.66,1710
471,To Heart 2,"Comedy, Drama, Harem, Romance, School, Slice of Life",TV,13.0,6.65,13877
29645,Jikan,Dementia,Movie,1.0,3.77,98
7230,Hoshi ni Negai wo: Cold Body + Warm Heart,"Adventure, Sci-Fi",ONA,1.0,6.35,1217
23945,Majimoji Rurumo,"Comedy, Ecchi, Fantasy, Magic, School, Shounen",TV,12.0,6.94,38952
577,Kagihime Monogatari Eikyuu Alice Rinbukyoku,"Fantasy, Magic",TV,13.0,6.35,5623
1045,Elf wo Karu Mono-tachi,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen",TV,12.0,7.16,13581
3579,Getter Robo,"Action, Mecha, Sci-Fi, Shounen",TV,51.0,7.07,2938
8278,Biohazard 4: Incubate,"Action, Demons, Horror, Military, Mystery, Police, Supernatural, Thriller",OVA,1.0,6.45,3604
23787,Hi☆sCoool! SeHa Girls,"Comedy, Game",TV,13.0,6.6,7440
3743,Murder,"Mystery, Parody, Vampire",Movie,1.0,5.71,963
130,Saiyuuki Reload,"Action, Adventure, Comedy, Drama, Fantasy, Shoujo",TV,25.0,7.54,16298
5203,Shin Maple Town Monogatari: Palm Town-hen,"Fantasy, Slice of Life",TV,44.0,7.07,589
1353,The Urotsuki,"Adventure, Demons, Fantasy, Hentai, Horror",OVA,3.0,6.01,1480
